PDB_ID,Resolution,Method,Ab_type,Deposit_date,H_chain_ID,L_chain_ID,Ag_chain_ID(s),Ag_type(s),Affinity_KD(nM),Kd_nM_parsed,pKd,affinity_is_limit,Affinity_method,Affinity_temp(K),PMID,DOI
7oay,2.34,x-ray diffraction,VHH,2021-04-20,B,N.A.,A;E,protein;protein,0.04,0.04,10.397940008672037,False,SPR,298,34552091,10.1038/s41467-021-25480-z
7oay,2.34,x-ray diffraction,VHH,2021-04-20,F,N.A.,C;E,protein;protein,0.04,0.04,10.397940008672037,False,SPR,298,34552091,10.1038/s41467-021-25480-z
7ocj,2.7,x-ray diffraction,VHH,2021-04-27,B,N.A.,D,protein,80,80.0,7.096910013008056,False,fluorescence polarization,303,36240773,10.1016/j.str.2022.09.004
7ocj,2.7,x-ray diffraction,VHH,2021-04-27,H,N.A.,D;F,protein;protein,80,80.0,7.096910013008056,False,fluorescence polarization,303,36240773,10.1016/j.str.2022.09.004
7ocj,2.7,x-ray diffraction,VHH,2021-04-27,G,N.A.,A,protein,80,80.0,7.096910013008056,False,fluorescence polarization,303,36240773,10.1016/j.str.2022.09.004
7ocj,2.7,x-ray diffraction,VHH,2021-04-27,E,N.A.,A;C,protein;protein,80,80.0,7.096910013008056,False,fluorescence polarization,303,36240773,10.1016/j.str.2022.09.004
7olz,1.75,x-ray diffraction,VHH,2021-05-20,C,N.A.,A,protein,0.002,0.002,11.698970004336019,False,BLI,298,34302370,10.15252/embj.2021107985
7olz,1.75,x-ray diffraction,VHH,2021-05-20,B,N.A.,A,protein,4,4.0,8.397940008672037,False,BLI,298,34302370,10.15252/embj.2021107985
7or9,2.34,x-ray diffraction,FabH:FabL,2021-06-04,A,B,E,protein,0.25,0.25,9.602059991327963,False,BLI,303,34242578,10.1016/j.cell.2021.06.020
7or9,2.34,x-ray diffraction,FabH:FabL,2021-06-04,H,L,E,protein,1.6,1.6,8.795880017344075,False,BLI,303,34242578,10.1016/j.cell.2021.06.020
7ora,2.6,x-ray diffraction,FabH:FabL,2021-06-04,H,L,C,protein,0.78,0.78,9.10790539730952,False,BLI,303,34242578,10.1016/j.cell.2021.06.020
7ora,2.6,x-ray diffraction,FabH:FabL,2021-06-04,F,G,R,protein,0.78,0.78,9.10790539730952,False,BLI,303,34242578,10.1016/j.cell.2021.06.020
7orb,2.5,x-ray diffraction,FabH:FabL,2021-06-04,H,L,R,protein,1.6,1.6,8.795880017344075,False,BLI,303,34242578,10.1016/j.cell.2021.06.020
7orb,2.5,x-ray diffraction,FabH:FabL,2021-06-04,C,D,X,protein,1.6,1.6,8.795880017344075,False,BLI,303,34242578,10.1016/j.cell.2021.06.020
7ox1,2.49,x-ray diffraction,FabH:FabL,2021-06-22,E,F,Y,protein,1.81,1.81,8.742321425130816,False,BLI,298,N.A.,10.1101/2022.12.30.522308
7ox1,2.49,x-ray diffraction,FabH:FabL,2021-06-22,C,D,Z,protein,1.81,1.81,8.742321425130816,False,BLI,298,N.A.,10.1101/2022.12.30.522308
7ox1,2.49,x-ray diffraction,FabH:FabL,2021-06-22,A,B,G,protein,1.81,1.81,8.742321425130816,False,BLI,298,N.A.,10.1101/2022.12.30.522308
7ox1,2.49,x-ray diffraction,FabH:FabL,2021-06-22,H,L,X;Y,protein;protein,1.81,1.81,8.742321425130816,False,BLI,298,N.A.,10.1101/2022.12.30.522308
7ox3,1.7,x-ray diffraction,FabH:FabL,2021-06-22,A,B,C,protein,0.13,0.13,9.886056647693163,False,BLI,298,N.A.,10.1101/2022.12.30.522308
7p77,2.98,electron microscopy,VH,2021-07-19,A,N.A.,B,protein,25,25.0,7.6020599913279625,False,grating coupled interferometry,298,35253970,10.15252/embr.202154199
7p77,2.98,electron microscopy,VH,2021-07-19,D,N.A.,C,protein,25,25.0,7.6020599913279625,False,grating coupled interferometry,298,35253970,10.15252/embr.202154199
7p77,2.98,electron microscopy,VH,2021-07-19,H,N.A.,E,protein,25,25.0,7.6020599913279625,False,grating coupled interferometry,298,35253970,10.15252/embr.202154199
7p77,2.98,electron microscopy,VH,2021-07-19,W,N.A.,B,protein,94.78,94.78,7.023283295636618,False,grating coupled interferometry,298,35253970,10.15252/embr.202154199
7p77,2.98,electron microscopy,VH,2021-07-19,Y,N.A.,C,protein,94.78,94.78,7.023283295636618,False,grating coupled interferometry,298,35253970,10.15252/embr.202154199
7p77,2.98,electron microscopy,VH,2021-07-19,X,N.A.,E,protein,94.78,94.78,7.023283295636618,False,grating coupled interferometry,298,35253970,10.15252/embr.202154199
7phw,2.79,x-ray diffraction,FabH:FabL,2021-08-18,B,C,A,protein,2800,2800.0,5.552841968657781,False,SPR,298,35177602,10.1038/s41467-022-28601-4
7phw,2.79,x-ray diffraction,FabH:FabL,2021-08-18,E,F,D,protein,2800,2800.0,5.552841968657781,False,SPR,298,35177602,10.1038/s41467-022-28601-4
7pi7,2.72,x-ray diffraction,FabH:FabL,2021-08-19,E,F,D,protein,0.94,0.94,9.0268721464003,False,SPR,298,35177602,10.1038/s41467-022-28601-4
7pi7,2.72,x-ray diffraction,FabH:FabL,2021-08-19,B,C,A,protein,0.94,0.94,9.0268721464003,False,SPR,298,35177602,10.1038/s41467-022-28601-4
7q6c,2.29,x-ray diffraction,FabH:FabL,2021-11-06,H,L,A,protein,2.8,2.8,8.55284196865778,False,BLI,303,35551129,10.1159/000524587
7qbf,1.85,x-ray diffraction,VHH,2021-11-19,B,N.A.,A,protein,12.8,12.8,7.892790030352131,False,microscale thermophoresis,N.A.,35218573,10.1096/fj.202101376RR
7qez,2.89,x-ray diffraction,VH:VL,2021-12-03,H,L,A,protein,0.67,0.67,9.173925197299173,False,SPR,298,35704748,10.1084/jem.20220638
7qf0,2.3,x-ray diffraction,FabH:FabL,2021-12-03,H,L,A,protein,280,280.0,6.552841968657781,False,SPR,298,35704748,10.1084/jem.20220638
7qnw,2.4,x-ray diffraction,FabH:FabL,2021-12-23,A,B,E,protein,0.199,0.199,9.701146923590294,False,SPR,298,35081335,10.1016/j.cell.2021.12.046
7qnw,2.4,x-ray diffraction,FabH:FabL,2021-12-23,H,L,E,protein,7.5,7.5,8.1249387366083,False,SPR,298,35081335,10.1016/j.cell.2021.12.046
7qnx,2.92,x-ray diffraction,FabH:FabL,2021-12-23,H,L,E,protein,7.7,7.7,8.113509274827518,False,SPR,298,35081335,10.1016/j.cell.2021.12.046
7qnx,2.92,x-ray diffraction,FabH:FabL,2021-12-23,A,B,E,protein,0.177,0.177,9.752026733638193,False,SPR,298,35081335,10.1016/j.cell.2021.12.046
7quh,2.87,x-ray diffraction,FabH:FabL,2022-01-18,H,L,A,protein,0.464,0.464,9.33348201944512,False,BLI,298,36711084,10.1021/jacsau.2c00592
7r1z,1.94,x-ray diffraction,VHH,2022-02-03,E,N.A.,A,protein,1.12,1.12,8.950781977329818,False,ITC,293,35671319,10.1371/journal.pone.0269281
7r1z,1.94,x-ray diffraction,VHH,2022-02-03,C,N.A.,A,protein,3.49,3.49,8.45717457304082,False,ITC,293,35671319,10.1371/journal.pone.0269281
7r40,2.9,electron microscopy,VH:VL,2022-02-08,H,L,A,protein,0.019,0.019,10.721246399047171,False,BLI,N.A.,35471062,10.1126/sciimmunol.abp9312
7r40,2.9,electron microscopy,VH:VL,2022-02-08,D,F,B,protein,0.019,0.019,10.721246399047171,False,BLI,N.A.,35471062,10.1126/sciimmunol.abp9312
7r40,2.9,electron microscopy,VH:VL,2022-02-08,E,G,C,protein,0.019,0.019,10.721246399047171,False,BLI,N.A.,35471062,10.1126/sciimmunol.abp9312
7r58,1.9,x-ray diffraction,FabH:FabL,2022-02-10,H,L,A,protein,12.6,12.6,7.8996294548824375,False,SPR,N.A.,36375047,10.1182/bloodadvances.2022007863
7r6w,1.83,x-ray diffraction,FabH:FabL,2021-06-23,A,B,R,protein,0.2,0.2,9.698970004336019,False,SPR,298,34261126,10.1038/s41586-021-03807-6
7r6w,1.83,x-ray diffraction,FabH:FabL,2021-06-23,H,L,R,protein,0.2,0.2,9.698970004336019,False,SPR,298,34261126,10.1038/s41586-021-03807-6
7r6x,2.95,x-ray diffraction,VH:VL,2021-06-23,C,D,R,protein,1.7,1.7,8.769551078621726,False,SPR,298,34261126,10.1038/s41586-021-03807-6
7r6x,2.95,x-ray diffraction,FabH:FabL,2021-06-23,A,B,R,protein,0.2,0.2,9.698970004336019,False,SPR,298,34261126,10.1038/s41586-021-03807-6
7r6x,2.95,x-ray diffraction,FabH:FabL,2021-06-23,H,L,R,protein,1,1.0,9.0,False,SPR,298,34261126,10.1038/s41586-021-03807-6
7r8l,2.6,x-ray diffraction,FabH:FabL,2021-06-26,H,L,E,protein,0.0039,0.0039,11.4089353929735,False,BLI,303,34331873,10.1016/j.immuni.2021.07.008
7r98,2.51,x-ray diffraction,VHH,2021-06-28,D,N.A.,A,protein,1.6,1.6,8.795880017344075,False,SPR,298,34381460,10.3389/fimmu.2021.719037
7r98,2.51,x-ray diffraction,VHH,2021-06-28,E,N.A.,B,protein,1.6,1.6,8.795880017344075,False,SPR,298,34381460,10.3389/fimmu.2021.719037
7r98,2.51,x-ray diffraction,VHH,2021-06-28,F,N.A.,C,protein,1.6,1.6,8.795880017344075,False,SPR,298,34381460,10.3389/fimmu.2021.719037
7rah,2.6,x-ray diffraction,FabH:FabL,2021-07-01,B,A,E,protein,0.87,0.87,9.060480747381382,False,SPR,N.A.,34547035,10.1371/journal.ppat.1009920
7rah,2.6,x-ray diffraction,FabH:FabL,2021-07-01,D,C,E,protein,0.75,0.75,9.1249387366083,False,SPR,N.A.,34547035,10.1371/journal.ppat.1009920
7rby,2.82,x-ray diffraction,VHH,2021-07-06,B,N.A.,A,protein,1.59,1.59,8.79860287567955,False,BLI,N.A.,35289719,10.1080/19420862.2022.2047144
7rby,2.82,x-ray diffraction,VHH,2021-07-06,D,N.A.,C,protein,1.59,1.59,8.79860287567955,False,BLI,N.A.,35289719,10.1080/19420862.2022.2047144
7rco,2.9,x-ray diffraction,FabH:FabL,2021-07-07,D,C,A;B,protein;protein,1.4,1.4,8.853871964321762,False,SPR,310,34785671,10.1038/s41598-021-01530-w
7rco,2.9,x-ray diffraction,FabH:FabL,2021-07-07,F,E,A;B,protein;protein,1.4,1.4,8.853871964321762,False,SPR,310,34785671,10.1038/s41598-021-01530-w
7rew,2.1,x-ray diffraction,FabH:FabL,2021-07-13,H,L,I,protein,0.000034,3.4e-05,13.468521082957745,False,kinetic exclusion assay,297,34973336,10.1016/j.jbc.2021.101533
7rew,2.1,x-ray diffraction,FabH:FabL,2021-07-13,A,B,G,protein,0.000034,3.4e-05,13.468521082957745,False,kinetic exclusion assay,297,34973336,10.1016/j.jbc.2021.101533
7ri1,2.55,x-ray diffraction,VHH,2021-07-19,B,N.A.,A,protein,3.7,3.7,8.431798275933005,False,SPR,298,35413243,10.1016/j.str.2022.03.012
7rk1,2.05,x-ray diffraction,scFv,2021-07-21,C,N.A.,A,protein,40.03,40.03,7.397614409894895,False,BLI,295,34613806,10.1128/JVI.01415-21
7rk1,2.05,x-ray diffraction,scFv,2021-07-21,D,N.A.,B,protein,40.03,40.03,7.397614409894895,False,BLI,295,34613806,10.1128/JVI.01415-21
7rk2,2.65,x-ray diffraction,scFv,2021-07-21,D,N.A.,A,protein,2.45,2.45,8.610833915635467,False,BLI,295,34613806,10.1128/JVI.01415-21
7rk2,2.65,x-ray diffraction,scFv,2021-07-21,C,N.A.,B,protein,2.45,2.45,8.610833915635467,False,BLI,295,34613806,10.1128/JVI.01415-21
7rnn,2.86,electron microscopy,VHH,2021-07-29,C,N.A.,D,protein,<0.2,0.2,9.698970004336019,True,SPR,N.A.,34319232,10.7554/eLife.67115
7rxi,2.15,x-ray diffraction,FabH:FabL,2021-08-23,H,L,A,protein,0.00377,0.00377,11.423658649794207,False,SPR,298,35344575,10.1371/journal.ppat.1010409
7rxj,2.35,x-ray diffraction,FabH:FabL,2021-08-23,H,L,I,protein,0.00278,0.00278,11.555955204081924,False,SPR,298,35344575,10.1371/journal.ppat.1010409
7rxj,2.35,x-ray diffraction,FabH:FabL,2021-08-23,A,B,G,protein,0.00278,0.00278,11.555955204081924,False,SPR,298,35344575,10.1371/journal.ppat.1010409
7rxl,1.82,x-ray diffraction,FabH:FabL,2021-08-23,C,D,F,protein,0.36,0.36,9.443697499232712,False,SPR,298,35344575,10.1371/journal.ppat.1010409
7rxl,1.82,x-ray diffraction,FabH:FabL,2021-08-23,H,L,E,protein,0.36,0.36,9.443697499232712,False,SPR,298,35344575,10.1371/journal.ppat.1010409
7rxp,1.76,x-ray diffraction,FabH:FabL,2021-08-23,H,L,A,protein,0.0291,0.0291,10.536107011014092,False,SPR,298,35344575,10.1371/journal.ppat.1010409
7s0b,2.9,x-ray diffraction,FabH:FabL,2021-08-30,C,D,E,protein,2.98,2.98,8.525783735923746,False,BLI,N.A.,35114110,10.1016/j.celrep.2022.110348
7s0b,2.9,x-ray diffraction,FabH:FabL,2021-08-30,A,B,F,protein,2.98,2.98,8.525783735923746,False,BLI,N.A.,35114110,10.1016/j.celrep.2022.110348
7s0x,2.8,x-ray diffraction,FabH:FabL,2021-08-31,H,L,E,protein,0.0116,0.0116,10.935542010773082,False,SPR,298,35344575,10.1371/journal.ppat.1010409
7s0x,2.8,x-ray diffraction,FabH:FabL,2021-08-31,C,D,F,protein,0.0116,0.0116,10.935542010773082,False,SPR,298,35344575,10.1371/journal.ppat.1010409
7s11,2.58,x-ray diffraction,FabH:FabL,2021-08-31,H,L,C,protein,47.2,47.2,7.3260580013659125,False,SPR,310,34595996,10.1080/19420862.2021.1979800
7s11,2.58,x-ray diffraction,FabH:FabL,2021-08-31,I,M,D,protein,47.2,47.2,7.3260580013659125,False,SPR,310,34595996,10.1080/19420862.2021.1979800
7s11,2.58,x-ray diffraction,FabH:FabL,2021-08-31,J,N,E,protein,47.2,47.2,7.3260580013659125,False,SPR,310,34595996,10.1080/19420862.2021.1979800
7s11,2.58,x-ray diffraction,FabH:FabL,2021-08-31,K,O,F,protein,47.2,47.2,7.3260580013659125,False,SPR,310,34595996,10.1080/19420862.2021.1979800
7s13,2.12,x-ray diffraction,FabH:FabL,2021-08-31,I,M,C;D,protein;protein,<0.01,0.01,11.0,True,SPR,310,34595996,10.1080/19420862.2021.1979800
7s13,2.12,x-ray diffraction,FabH:FabL,2021-08-31,H,L,C;D,protein;protein,<0.01,0.01,11.0,True,SPR,310,34595996,10.1080/19420862.2021.1979800
7s2r,2.49,x-ray diffraction,VHH,2021-09-03,B,N.A.,A,protein,69,69.0,7.161150909262744,False,SPR,N.A.,35325595,10.1016/j.cell.2022.02.025
7s2s,1.93,x-ray diffraction,VHH,2021-09-03,C,N.A.,B,protein,25,25.0,7.6020599913279625,False,SPR,N.A.,35325595,10.1016/j.cell.2022.02.025
7s2s,1.93,x-ray diffraction,VHH,2021-09-03,A,N.A.,D,protein,25,25.0,7.6020599913279625,False,SPR,N.A.,35325595,10.1016/j.cell.2022.02.025
7s4s,2.05,x-ray diffraction,FabH:FabL,2021-09-09,H,L,A,protein,2.1,2.1,8.67778070526608,False,BLI,N.A.,37334379,10.3389/fimmu.2023.1178355
7s7r,1.77,x-ray diffraction,VHH,2021-09-17,B,N.A.,A,protein,26.25,26.25,7.580870692258024,False,BLI,N.A.,35308105,10.1093/femsmc/xtac005
7sd5,1.53,x-ray diffraction,FabH:FabL,2021-09-29,H,L,A,protein,0.00452,0.00452,11.344861565188618,False,SPR,298,35438546,10.1126/scitranslmed.abn6859
7seg,2.16,x-ray diffraction,FabH:FabL,2021-09-30,H,L,C,protein,24.5,24.5,7.610833915635467,False,SPR,N.A.,35001074,10.1038/s41375-021-01478-w
7seg,2.16,x-ray diffraction,FabH:FabL,2021-09-30,A,B,D,protein,24.5,24.5,7.610833915635467,False,SPR,N.A.,35001074,10.1038/s41375-021-01478-w
7shu,2.75,x-ray diffraction,VH:VL,2021-10-11,E,F,B,protein,0.95,0.95,9.022276394711152,False,BLI,N.A.,34862384,10.1038/s41467-021-27397-z
7shu,2.75,x-ray diffraction,VH:VL,2021-10-11,C,D,A,protein,0.95,0.95,9.022276394711152,False,BLI,N.A.,34862384,10.1038/s41467-021-27397-z
7shy,3.0,x-ray diffraction,VH:VL,2021-10-11,C,D,A,protein,2.02,2.02,8.694648630553376,False,BLI,N.A.,34862384,10.1038/s41467-021-27397-z
7shy,3.0,x-ray diffraction,VH:VL,2021-10-11,E,F,B;G,protein;protein,2.02,2.02,8.694648630553376,False,BLI,N.A.,34862384,10.1038/s41467-021-27397-z
7shy,3.0,x-ray diffraction,VH:VL,2021-10-11,I,J,G,protein,2.02,2.02,8.694648630553376,False,BLI,N.A.,34862384,10.1038/s41467-021-27397-z
7shy,3.0,x-ray diffraction,VH:VL,2021-10-11,K,L,H,protein,2.02,2.02,8.694648630553376,False,BLI,N.A.,34862384,10.1038/s41467-021-27397-z
7shz,3.0,x-ray diffraction,VH:VL,2021-10-11,C,D,A,protein,0.166,0.166,9.779891911959945,False,BLI,N.A.,34862384,10.1038/s41467-021-27397-z
7shz,3.0,x-ray diffraction,VH:VL,2021-10-11,E,F,B,protein,0.166,0.166,9.779891911959945,False,BLI,N.A.,34862384,10.1038/s41467-021-27397-z
7shz,3.0,x-ray diffraction,VH:VL,2021-10-11,I,J,G,protein,0.166,0.166,9.779891911959945,False,BLI,N.A.,34862384,10.1038/s41467-021-27397-z
7shz,3.0,x-ray diffraction,VH:VL,2021-10-11,K,L,H,protein,0.166,0.166,9.779891911959945,False,BLI,N.A.,34862384,10.1038/s41467-021-27397-z
7si0,3.0,x-ray diffraction,VH:VL,2021-10-12,K,L,H,protein,1.86,1.86,8.730487055782083,False,BLI,N.A.,34862384,10.1038/s41467-021-27397-z
7si0,3.0,x-ray diffraction,VH:VL,2021-10-12,I,J,G,protein,1.86,1.86,8.730487055782083,False,BLI,N.A.,34862384,10.1038/s41467-021-27397-z
7si0,3.0,x-ray diffraction,VH:VL,2021-10-12,E,F,B,protein,1.86,1.86,8.730487055782083,False,BLI,N.A.,34862384,10.1038/s41467-021-27397-z
7si0,3.0,x-ray diffraction,VH:VL,2021-10-12,C,D,A,protein,1.86,1.86,8.730487055782083,False,BLI,N.A.,34862384,10.1038/s41467-021-27397-z
7so5,1.8,x-ray diffraction,FabH:FabL,2021-10-29,H,L,A,protein,0.593,0.593,9.226945306635738,False,BLI,298,35469152,10.1016/j.crstbi.2022.03.003
7st5,2.2,x-ray diffraction,FabH:FabL,2021-11-12,H,L,A,protein,0.0541,0.0541,10.26680273489343,False,SPR,N.A.,38319147,10.1158/2767-9764.CRC-23-0634
7st5,2.2,x-ray diffraction,FabH:FabL,2021-11-12,h,l,F,protein,0.0541,0.0541,10.26680273489343,False,SPR,N.A.,38319147,10.1158/2767-9764.CRC-23-0634
7su0,2.41,x-ray diffraction,FabH:FabL,2021-11-15,H,L,C,protein,3.5,3.5,8.455931955649724,False,SPR,310,35192429,10.1080/19420862.2021.2024642
7su0,2.41,x-ray diffraction,FabH:FabL,2021-11-15,I,M,D,protein,3.5,3.5,8.455931955649724,False,SPR,310,35192429,10.1080/19420862.2021.2024642
7su1,2.53,x-ray diffraction,FabH:FabL,2021-11-15,H,L,C,protein,25,25.0,7.6020599913279625,False,SPR,310,35192429,10.1080/19420862.2021.2024642
7t01,2.69,electron microscopy,VH:VL,2021-11-29,H,L,A,protein,21.8,21.8,7.661543506395395,False,BLI,N.A.,34592170,10.1016/j.celrep.2021.109784
7t3m,3.0,electron microscopy,scFv,2021-12-08,H,N.A.,G,protein,0.107,0.107,9.97061622231479,False,BLI,N.A.,36192374,10.1038/s41467-022-33030-4
7t3m,3.0,electron microscopy,scFv,2021-12-08,D,N.A.,A,protein,0.107,0.107,9.97061622231479,False,BLI,N.A.,36192374,10.1038/s41467-022-33030-4
7t3m,3.0,electron microscopy,scFv,2021-12-08,I,N.A.,C,protein,0.107,0.107,9.97061622231479,False,BLI,N.A.,36192374,10.1038/s41467-022-33030-4
7t7b,2.59,x-ray diffraction,FabH:FabL,2021-12-14,H,L,A,protein,1.44,1.44,8.84163750790475,False,ELISA,310,35906394,10.1038/s42003-022-03700-6
7tgf,1.35,x-ray diffraction,VHH,2022-01-07,B,N.A.,A,protein,<0.03,0.03,10.522878745280337,True,SPR,N.A.,35182523,10.1016/j.jbc.2022.101742
7tgi,2.1,x-ray diffraction,VHH,2022-01-07,B,N.A.,A,protein,0.11,0.11,9.958607314841775,False,SPR,N.A.,35182523,10.1016/j.jbc.2022.101742
7th2,1.84,x-ray diffraction,VHH,2022-01-10,C,N.A.,A,protein,<0.03,0.03,10.522878745280337,True,SPR,N.A.,35182523,10.1016/j.jbc.2022.101742
7th2,1.84,x-ray diffraction,VHH,2022-01-10,D,N.A.,B,protein,<0.03,0.03,10.522878745280337,True,SPR,N.A.,35182523,10.1016/j.jbc.2022.101742
7th3,2.29,x-ray diffraction,VHH,2022-01-10,B,N.A.,A,protein,0.22,0.22,9.657577319177793,False,SPR,N.A.,35182523,10.1016/j.jbc.2022.101742
7tly,3.0,electron microscopy,VH:VL,2022-01-19,A,B,I,protein,2.67,2.67,8.573488738635424,False,SPR,298,35076256,10.1126/science.abn8652
7tn0,2.85,x-ray diffraction,FabH:FabL,2022-01-20,C,D,S,protein,2.67,2.67,8.573488738635424,False,SPR,298,35076256,10.1126/science.abn8652
7tn0,2.85,x-ray diffraction,FabH:FabL,2022-01-20,B,A,I,protein,2.67,2.67,8.573488738635424,False,SPR,298,35076256,10.1126/science.abn8652
7tpr,2.39,electron microscopy,VHH,2022-01-25,F,N.A.,A,protein,0.2,0.2,9.698970004336019,False,BLI,N.A.,34751270,10.1101/2021.10.27.465996
7tpr,2.39,electron microscopy,VHH,2022-01-25,H,N.A.,A;B,protein;protein,0.2,0.2,9.698970004336019,False,BLI,N.A.,34751270,10.1101/2021.10.27.465996
7tpr,2.39,electron microscopy,VHH,2022-01-25,G,N.A.,C,protein,0.2,0.2,9.698970004336019,False,BLI,N.A.,34751270,10.1101/2021.10.27.465996
7tpr,2.39,electron microscopy,VHH,2022-01-25,D,N.A.,B,protein,0.26,0.26,9.585026652029182,False,BLI,N.A.,34751270,10.1101/2021.10.27.465996
7tpr,2.39,electron microscopy,VHH,2022-01-25,E,N.A.,C,protein,0.26,0.26,9.585026652029182,False,BLI,N.A.,34751270,10.1101/2021.10.27.465996
7trh,3.0,x-ray diffraction,FabH:FabL,2022-01-28,H,B,G,protein,0.17,0.17,9.769551078621726,False,ELISA,298,38127922,10.1371/journal.pbio.3002415
7tuf,2.8,x-ray diffraction,FabH:FabL,2022-02-02,A,B,C,protein,1.1,1.1,8.958607314841775,False,SPR,298,36115831,10.1038/s41467-022-33153-8
7tuf,2.8,x-ray diffraction,FabH:FabL,2022-02-02,H,L,D,protein,1.1,1.1,8.958607314841775,False,SPR,298,36115831,10.1038/s41467-022-33153-8
7txw,2.17,x-ray diffraction,FabH:FabL,2022-02-10,H,L,A,protein,6.3,6.3,8.200659450546418,False,ITC,298,37061547,10.1038/s41541-023-00655-5
7u5b,2.37,x-ray diffraction,FabH:FabL,2022-03-02,A,B,J,protein,0.2,0.2,9.698970004336019,False,SPR,310,36516271,10.1126/scitranslmed.abp9159
7u5b,2.37,x-ray diffraction,FabH:FabL,2022-03-02,H,L,I,protein,0.2,0.2,9.698970004336019,False,SPR,310,36516271,10.1126/scitranslmed.abp9159
7u9e,2.39,x-ray diffraction,scFv,2022-03-10,H,N.A.,A,protein,2.68,2.68,8.57186520597121,False,BLI,N.A.,36792576,10.1016/j.immuni.2023.01.012
7u9w,2.79,x-ray diffraction,scFv,2022-03-11,H,N.A.,A,protein,1.06,1.06,8.97469413473523,False,BLI,N.A.,36792576,10.1016/j.immuni.2023.01.012
7ua2,2.19,x-ray diffraction,scFv,2022-03-11,H,N.A.,A,protein,2.5,2.5,8.602059991327963,False,BLI,N.A.,36792576,10.1016/j.immuni.2023.01.012
7ua8,2.8,x-ray diffraction,scFv,2022-03-11,H,N.A.,A,protein,0.31,0.31,9.508638306165727,False,BLI,N.A.,36792576,10.1016/j.immuni.2023.01.012
7ua8,2.8,x-ray diffraction,scFv,2022-03-11,I,N.A.,B,protein,0.31,0.31,9.508638306165727,False,BLI,N.A.,36792576,10.1016/j.immuni.2023.01.012
7ubs,2.5,x-ray diffraction,scFv,2022-03-15,H,N.A.,A,protein,0.58,0.58,9.236572006437063,False,BLI,N.A.,36792576,10.1016/j.immuni.2023.01.012
7ubs,2.5,x-ray diffraction,scFv,2022-03-15,I,N.A.,B,protein,0.58,0.58,9.236572006437063,False,BLI,N.A.,36792576,10.1016/j.immuni.2023.01.012
7ubs,2.5,x-ray diffraction,scFv,2022-03-15,J,N.A.,C,protein,0.58,0.58,9.236572006437063,False,BLI,N.A.,36792576,10.1016/j.immuni.2023.01.012
7ubs,2.5,x-ray diffraction,scFv,2022-03-15,K,N.A.,D,protein,0.58,0.58,9.236572006437063,False,BLI,N.A.,36792576,10.1016/j.immuni.2023.01.012
7uc8,2.9,x-ray diffraction,scFv,2022-03-16,J,N.A.,C,protein,1.61,1.61,8.79317412396815,False,BLI,N.A.,36792576,10.1016/j.immuni.2023.01.012
7uc8,2.9,x-ray diffraction,scFv,2022-03-16,H,N.A.,A,protein,1.61,1.61,8.79317412396815,False,BLI,N.A.,36792576,10.1016/j.immuni.2023.01.012
7uc8,2.9,x-ray diffraction,scFv,2022-03-16,I,N.A.,B,protein,1.61,1.61,8.79317412396815,False,BLI,N.A.,36792576,10.1016/j.immuni.2023.01.012
7ucq,2.5,x-ray diffraction,scFv,2022-03-17,H,N.A.,A,protein,0.85,0.85,9.070581074285707,False,BLI,N.A.,36792576,10.1016/j.immuni.2023.01.012
7ucq,2.5,x-ray diffraction,scFv,2022-03-17,I,N.A.,B,protein,0.85,0.85,9.070581074285707,False,BLI,N.A.,36792576,10.1016/j.immuni.2023.01.012
7ucq,2.5,x-ray diffraction,scFv,2022-03-17,J,N.A.,C,protein,0.85,0.85,9.070581074285707,False,BLI,N.A.,36792576,10.1016/j.immuni.2023.01.012
7ucq,2.5,x-ray diffraction,scFv,2022-03-17,K,N.A.,D,protein,0.85,0.85,9.070581074285707,False,BLI,N.A.,36792576,10.1016/j.immuni.2023.01.012
7ue9,1.75,x-ray diffraction,FabH:FabL,2022-03-21,H,L,C,protein,12.9,12.9,7.889410289700751,False,SPR,298,35784298,10.3389/fimmu.2022.869725
7ul0,2.49,x-ray diffraction,FabH:FabL,2022-04-03,H,L,A,protein,1.3,1.3,8.886056647693163,False,SPR,298,36514310,10.1016/j.isci.2022.105783
7ul1,2.65,x-ray diffraction,FabH:FabL,2022-04-03,H,L,A,protein,0.83,0.83,9.080921907623926,False,SPR,298,36514310,10.1016/j.isci.2022.105783
7unz,2.03,x-ray diffraction,VHH,2022-04-12,A,N.A.,D,protein,0.88,0.88,9.05551732784983,False,BLI,298,36396942,10.1038/s41564-022-01261-2
7unz,2.03,x-ray diffraction,VHH,2022-04-12,C,N.A.,B,protein,0.88,0.88,9.05551732784983,False,BLI,298,36396942,10.1038/s41564-022-01261-2
7uop,2.8,electron microscopy,VH:VL,2022-04-13,H,L,A,protein,7.5,7.5,8.1249387366083,False,BLI,303,36932063,10.1038/s41467-023-36995-y
7uop,2.8,electron microscopy,VH:VL,2022-04-13,C,F,D,protein,7.5,7.5,8.1249387366083,False,BLI,303,36932063,10.1038/s41467-023-36995-y
7uop,2.8,electron microscopy,VH:VL,2022-04-13,B,E,G,protein,7.5,7.5,8.1249387366083,False,BLI,303,36932063,10.1038/s41467-023-36995-y
7up9,2.9,electron microscopy,VH:VL,2022-04-14,H,L,G,protein,11.1,11.1,7.954677021213342,False,BLI,303,36932063,10.1038/s41467-023-36995-y
